translationKey,sourceValue,overrideValue
label.Bags_available,Available,Available
button.Change_Location,Change Location,Change Location
alert.object.voucher_batch_request_code_required,Please enter a valid alphanumeric Request Code,Please enter a valid alphanumeric Request Code
string_label.Re_Enrollment_Request,Re Enrollment Request,Re Enrollment Request
alert.farmer.request.voucher_batch_insufficient_stock,Insufficient Stock for Voucher Batch,Insufficient Stock for Voucher Batch
button.update_template,Update template,Update template
button.add_stock_transaction,Add stock transaction,Add stock transaction
alert.role_created,New user role created.,New user role created.
column_heading.Gender,Gender,Gender
column.Transaction_Result,Transaction Result,Transaction Result
column.ward,Ward,Ward
button.Verify,Verify,Verify
button.voucher_logs,Voucher logs,Voucher logs
view_heading.manage_stock_item,Manage stock item,Manage stock item
button.add_institute_config,Add institute config,Add institute config
alert.uploadfile.confirmprocesswitherrors,The uploaded file has been processed with some errors. Please see error log below.,The uploaded file has been processed with some errors. Please see error log below.
label.Farmers_Uploaded,Farmers Uploaded,Farmers Uploaded
column_heading.farmer.id_number,id number,id number
button.Create_message,Create message,Create message
custom_header.stock_group_price,group_price,group_price
alert_error.Wrong_time_format,The time is in the incorrect format please use HH:00,The time is in the incorrect format please use HH:00
input.Key,Key,Key
datefield.Start_Date,Start Date,Start Date
label.member_count,Member count,Member count
column_heading.region,Region,Region
column.lipaMpesaTillNumber,LipaMpesaTillNumber,LipaMpesaTillNumber
label.outstanding_balance,Outstanding balance,Outstanding balance
enum.ORDER_STATUS.Paid,Paid,Paid
alert_error.sms.no_content,No SMS content.,No SMS content.
table_heading.Fertilizer_Available,Fertilizer Available,Fertilizer Available
column_heading.farmer.croptypename,croptypename,croptypename
table_heading.available_role_groups_for_location_level,Available role groups for location level,Available role groups for location level
custom_header.crop61,{DashboardUtil:uCrop61},{DashboardUtil:uCrop61}
column_heading.Current_Translation,Current Translation,Current Translation
column_heading.error,Error,Error
column.datetime_created,Datetime created,Datetime created
sms.voucher_redemption.no_voucher_batch,No Voucher Batch found with code {fRequestCode}.,No Voucher Batch found with code {fRequestCode}.
alert.object.voucher_template_no_season,Please select a season.,Please select a season.
button.add_location,Add location,Add location
custom_header.location_level_five,Location level five,Location level five
label.role_group,Role group,Role group
column_heading.partial,Partial,Partial
label.current_balance,Current balance,Current balance
label.fertiliser,Fertiliser,Fertiliser
textfield.addComment,New Comment,New Comment
view_heading.view_voucher_batch_transaction,View voucher batch transaction,View voucher batch transaction
view_heading.edit_User_Group,Edit User Group,Edit User Group
info.status,Status,Status
view_heading.manage_Internal_Support,Manage Internal Support,Manage Internal Support
view_heading.Product_Aggregation_List,Product Aggregation List,Product Aggregation List
confirm_subject.archive_generic,Delete Record,Delete Record
column_heading.farmer.firstname,firstname,firstname
label.VAT_Number,VAT Number,VAT Number
column_heading.Comment,Comment,Comment
label.Max_crop_size,Max crop size,Max crop size
table_column_heading.location_level_nine,location_level_nine,location_level_nine
reportsviewheading.Distribution_Costs_per_Depot,Distribution Costs per Depot,Distribution Costs per Depot
view_heading.task_management,Task management,Task management
label.description,Description,Description
menu_item.groups,Groups,Groups
view_heading.view_farmer_recruitment,View farmer recruitment,View farmer recruitment
reportsviewheading.Detailed_Fertilizer_Balance_per_Depot/Agro_dealer,Detailed Product Balance per Depot/Agro dealer,Detailed Product Balance per Depot/Agro dealer
alert.uploadfile.confirmschedulesubject,Schedule Confirmation,Schedule Confirmation
table_heading.Scheduled_Function_Configurations,Scheduled Function Configurations,Scheduled Function Configurations
confirm_subject.archive_location_level,Delete Location Level,Delete Location Level
confirmation.reactivate_message_body,Are you sure you would like to re-activate this mobile number? User will begin receiving SMSes from the system again?,Are you sure you would like to re-activate this mobile number? User will begin receiving SMSes from the system again?
label.Enterprise_Category*,Enterprise Category*,Enterprise Category*
label.Duplicate_Crops,Duplicate Crops,Duplicate Crops
alert.uploadfile.confirmscheduledone,The uploaded file has been scheduled for processing. One file is processed per cycle. Please monitor this page for completion.,The uploaded file has been scheduled for processing. One file is processed per cycle. Please monitor this page for completion.
view_heading.view_Service_Point_Users,View Service Point Users,View Service Point Users
alert.message.error,Please complete the comment field,Please complete the comment field
column.qty_selected,Qty selected,Qty selected
custom_header.crop76,{DashboardUtil:uCrop76},{DashboardUtil:uCrop76}
info.File_Name,File Name,File Name
button.add_voucher_template,Add voucher template,Add voucher template
view_heading.view_group_member,View group member,View group member
button_heading.select,Select,Select
view_heading.manage_Internal_Support,Manage Internal Support,Manage Internal Support
label.last_name,Last name,Last name
datefield.End_Date,End Date,End Date
label.verified,Verified,Verified
alert.object.activate,{uObjectName} set to active.,{uObjectName} set to active.
view_heading.view_role_group,View role group,View role group
label.Point_In_Time,Point In Time,Point In Time
column_heading.region,Region,Region
custom_header.crop57,{DashboardUtil:uCrop57},{DashboardUtil:uCrop57}
alert.comment.success,Your comment has been added,Your comment has been added
column_heading.langfileentry,langfileentry,langfileentry
column.datetime_modified,Datetime modified,Datetime modified
custom_header.crop76,{DashboardUtil:uCrop76},{DashboardUtil:uCrop76}
reports_agrodealerorncpbdepot.Agro_Dealer/NCPB_Depots,Agro Dealer/NCPB Depots,Agro Dealer/NCPB Depots
view_heading.Add_Fertilizer_To_Voucher_Template,Add Product To Voucher Template,Add Product To Voucher Template
button.Restore_langfileentries,Restore langfileentries,Restore langfileentries
result.config_value_set,Config value set.,Config value set.
view_heading.edit_voucher_category,Edit voucher category,Edit voucher category
input.Description,Description,Description
button_label.back,Back,Back
custom_header.crop24,{DashboardUtil:uCrop24},{DashboardUtil:uCrop24}
label.Bags_Handling_Fee,Handling Fee,Handling Fee
reports_sold.Quantity_Sold,Quantity Sold,Quantity Sold
table_heading.Scheduled_Function_Configurations,Scheduled Function Configurations,Scheduled Function Configurations
label.date,Date,Date
alert.voucher.redeem.insufficient_stock,Insufficient stock,Insufficient stock
view_heading.manage_Service_Point,Manage Service Point,Manage Service Point
column.farm_size,Farm size,Farm size
sms.voucher_redemption.voucher_redeemed,"Dear {fFarmerName}, you have now redeemed all the available {fUnits} for voucher batch: {fRequestCode}. Thank you - {fProviderName}.","Dear {fFarmerName}, you have now redeemed all the available {fUnits} for voucher batch: {fRequestCode}. Thank you - {fProviderName}."
sms.voucher_redemption.voucher_batch_exhausted,There is currently no budget available for VoucherBatch {fRequestCode}.,There is currently no budget available for VoucherBatch {fRequestCode}.
table_heading.Voucher_log,Voucher log,Voucher log
label.date_archived,Date archived,Date archived
table_heading.Farmer_CropVouchers,Farmer CropVouchers,Farmer CropVouchers
column.initial_quantity,Initial quantity,Initial quantity
label.season,Season,Season
Select_User,Select User,Select User
view_heading.verify_farmer_crop,Verify farmer enterprise,Verify farmer enterprise
column_heading.error,Error,Error
heading.System_Initiators,System Initiators,System Initiators
custom_header.crop93,{DashboardUtil:uCrop93},{DashboardUtil:uCrop93}
alert.crop.still_active,Enterprise is still in use by the system.,Enterprise is still in use by the system.
column.qty_selected,Qty selected,Qty selected
input.config_value,Config value,Config value
alert_error.empty_message,Please enter content for the message.,Please enter content for the message.
label.request_code,Request code,Request code
table_heading.Download_Template,Download Template,Download Template
view_heading.view_institute_config,View institute config,View institute config
button.Schedule,Schedule,Schedule
column_heading.ward,Ward,Ward
button.add_farmer_crop,Add farmer crop,Add farmer crop
view_heading.Issue_Stock,Issue Stock,Issue Stock
view_heading.view_stock_item,View stock item,View stock item
column.verfied_date,Verfied date,Verfied date
table_heading.Farmer_Crop_Vouchers_Report_Detail,Farmer Crop Vouchers Report Detail,Farmer Crop Vouchers Report Detail
view_heading.assign_Service_Point_Role_Access,Assign Service Point Role Access,Assign Service Point Role Access
custom_header.crop19,{DashboardUtil:uCrop19},{DashboardUtil:uCrop19}
alert_error.template.exists,{field}: already exists.,{field}: already exists.
custom_header.reportsgenerictemplate_column_datetime2,{ReportsGenericViewerLabels:column_datetime2},{ReportsGenericViewerLabels:column_datetime2}
view_heading.Deployment_Variables,Deployment Variables,Deployment Variables
table_heading.Farmer_Vouchers,Farmer Vouchers,Farmer Vouchers
column_heading.subcounty,Subcounty,Subcounty
column_heading.Value_Chain,Value Chain,Value Chain
custom_header.crop9,{DashboardUtil:uCrop9},{DashboardUtil:uCrop9}
column.Recipient_Name,Recipient Name,Recipient Name
custom_header.crop54,{DashboardUtil:uCrop54},{DashboardUtil:uCrop54}
alert.object.voucher_batch_no_crops,There are no Enterprises for Voucher Batch,There are no Enterprises for Voucher Batch
table_heading.agro_dealer_profile,Agro dealer profile,Agro dealer profile
sms.voucher_dealer_notification,"Dear {fAgroDealerName}, you have issued {fFarmerName} with {fUnitQuantity} {fUnits} of {fProductName} with a value of {fCurrency}{fAmount} from voucher code(s): {fVoucherCodes}.","Dear {fAgroDealerName}, you have issued {fFarmerName} with {fUnitQuantity} {fUnits} of {fProductName} with a value of {fCurrency}{fAmount} from voucher code(s): {fVoucherCodes}."
button.delete,Delete,Delete
custom_header.crop34,{DashboardUtil:uCrop34},{DashboardUtil:uCrop34}
column_heading.farmer.locationlevel4,locationlevel4,locationlevel4
column_heading.user_name,User name,User name
row_action.archive,Archive,Archive
button.Bulk_Upload,Bulk Upload,Bulk Upload
alert.select_start_status.error,Please Select a Start Date,Please Select a Start Date
column_heading.filter_by_location,Filter by location,Filter by location
action.back,Back,Back
column_heading.Name,Name,Name
reportsviewheading.Configurable_Questions,Configurable Questions,Configurable Questions
column_heading.Group,Group,Group
custom_header.location_level_ten,Location level ten,Location level ten
table.heading.Voucher_Requests,Voucher Requests,Voucher Requests
reports_reportdate.Date,Date,Date
view_heading.edit_stock_item,Edit stock item,Edit stock item
view_heading.Edit_Question_Setup,Edit Question Setup,Edit Question Setup
column_heading.location_level_six,Level 6,Level 6
button.add_crop,Add enterprise,Add enterprise
reports_subcounty.Sub_county,Sub county,Sub county
view_heading.edit_Service_Point_Type,Edit Service Point Type,Edit Service Point Type
column_heading.status_date,Status Date,Status Date
button.add_role_group,Add role group,Add role group
column_heading.location,Location,Location
custom_header.crop45,{DashboardUtil:uCrop45},{DashboardUtil:uCrop45}
reports_subcounty.County,County,County
info.Number_of_recipients_in_roles,Number of recipients in roles,Number of recipients in roles
table_heading.scheduled_event_logs,Scheduled event logs,Scheduled event logs
column_heading.ward,Ward,Ward
view_heading.Redeem_Voucher,Redeem Voucher,Redeem Voucher
sms.voucher_redemption.not_qualified,"Dear {fFarmerName}, you do not qualify for vouchers from request code: {fRequestCode}.","Dear {fFarmerName}, you do not qualify for vouchers from request code: {fRequestCode}."
table_heading.group_member,Group member,Group member
menu_item.PreReg_Farmers,PreReg Farmers,PreReg Farmers
input_label.Mobile_User,Mobile User,Mobile User
column_heading.batch,Batch,Batch
column_heading.Female_Farmers,Female Farmers,Female Farmers
menu_item.Crops,Crops,Crops
column_heading.Message_Type,Message Type,Message Type
menu_item.stock,Stock,Stock
label.size_*,Size *,Size *
column_heading.language,Language,Language
button.verify,Verify,Verify
custom_header.crop36,{DashboardUtil:uCrop36},{DashboardUtil:uCrop36}
column.Enrolled,Enrolled,Enrolled
table_heading.Pending_Orders,Pending Orders,Pending Orders
alert.voucher.expired,Voucher {fCode} has already expired.,Voucher {fCode} has already expired.
button.add_service_point_type,Add service point type,Add service point type
input.label.toDate,ToDate,ToDate
label.identification_type,Identification type,Identification type
column.By_Time,By Time,By Time
column_heading.location_level_five,Level 5,Level 5
button.Upload_Stock_Items,Upload Stock Items,Upload Stock Items
alert.farmer_crop_verfied,Farmer Enterprise Verified,Farmer Enterprise Verified
table_heading.Translation_Keys,Translation Keys,Translation Keys
view_heading.Order_Management,Order Management,Order Management
alert.user_group.archive_system,Cannot delete a System User Group,Cannot delete a System User Group
label.bankAccountNumber,BankAccountNumber,BankAccountNumber
button.remove,Remove,Remove
view_heading.Manage_Users,Manage Users,Manage Users
view_heading.Manage_Location_Levels,Manage Location Levels,Manage Location Levels
column.quantity,Quantity,Quantity
column.Acreage_/_Units,Acreage / Units,Acreage / Units
custom_header.crop14,{DashboardUtil:uCrop14},{DashboardUtil:uCrop14}
view_heading.edit_season,Edit season,Edit season
label.ServicePoint,ServicePoint,ServicePoint
custom_header.crop79,{DashboardUtil:uCrop19},{DashboardUtil:uCrop19}
result.config_description_updated,Config description updated.,Config description updated.
label.bag_subsidy,Subsidy,Subsidy
view_heading.System_Initiator,System Initiator,System Initiator
view_heading._Manage_Scheduled_Functions,Manage Scheduled Functions,Manage Scheduled Functions
custom_header.crop62,{DashboardUtil:uCrop62},{DashboardUtil:uCrop62}
view_heading.view_farmer_payment,View farmer payment,View farmer payment
column_heading.Location,Location,Location
column.Sync_Location,Sync Location,Sync Location
view_heading.create_Service_Point_Type,Create Service Point Type,Create Service Point Type
info.action,Action,Action
column.bag_handling_fee,Bag handling fee,Bag handling fee
sms.voucher_redemption.voucher_batch_inactive,VoucherBatch {fRequestCode} is no longer active.,VoucherBatch {fRequestCode} is no longer active.
alert.end_date_status.error,End Date Can Not Be Bigger Than Current Date,End Date Can Not Be Bigger Than Current Date
alert.notification.preregisteredfarmers,"Dear Extension Officer, {fCount} farmers have been pre-registered in your ward: {fLocation}. Please login to register them. Thank You.","Dear Extension Officer, {fCount} farmers have been pre-registered in your ward: {fLocation}. Please login to register them. Thank You."
column.processing,Processing,Processing
column.date_redeemed,Date redeemed,Date redeemed
custom_header.crop43,{DashboardUtil:uCrop43},{DashboardUtil:uCrop43}
alert.voucher.redeem.available_bags_exceeded,Available bags exceeded,Available bags exceeded
alert.voucher.redeemed,Voucher {fCode} has already been redeemed.,Voucher {fCode} has already been redeemed.
sms.voucher_dealer_notification,"Dear {fAgroDealerName}, you have issued {fFarmerName} with {fUnitQuantity} {fUnits} of {fProductName} with a value of {fCurrency}{fAmount} from voucher code(s): {fVoucherCodes}.","Dear {fAgroDealerName}, you have issued {fFarmerName} with {fUnitQuantity} {fUnits} of {fProductName} with a value of {fCurrency}{fAmount} from voucher code(s): {fVoucherCodes}."
alert.active_service_points_found,Cannot archive Service Point Type there are active service points.,Cannot archive Service Point Type there are active service points.
column_heading.start,Start,Start
table_heading.agro_Dealer_Transactions,Agro Dealer Transactions,Agro Dealer Transactions
custom_header.crop15,{DashboardUtil:uCrop15},{DashboardUtil:uCrop15}
reports_allocationorbudgetksh.Allocation_or_Budget_(Ksh),Allocation or Budget (Ksh),Allocation or Budget (Ksh)
alert_error.no_file,No file found.,No file found.
info.Number_of_recipients_in_groups,Number of recipients in groups,Number of recipients in groups
column.customRoleName,CustomRoleName,CustomRoleName
view_heading.Create_Voucher_Batch,Create Voucher Batch,Create Voucher Batch
custom_header.crop29,{DashboardUtil:uCrop29},{DashboardUtil:uCrop29}
confirm_body.archive_location_level,Are you sure you would like to delete this Location Level?,Are you sure you would like to delete this Location Level?
confirm_body.removing_identity,Are you sure you would like to delete this kind of identification?,Are you sure you would like to delete this kind of identification?
label.VAT_Number,VAT Number,VAT Number
reports_utilized.Utilized_(Redeemed_Bags),Utilized (Redeemed Bags),Utilized (Redeemed Bags)
reportstableheading.Eligible_Voucher_Request_Report,Eligible Voucher Request Report,Eligible Voucher Request Report
alert_error.invalid_farm_size_big,Farm size too big.,Farm size too big.
column.path,Path,Path
info.Upload_Time,Upload Time,Upload Time
custom_header.crop46,{DashboardUtil:uCrop46},{DashboardUtil:uCrop46}
label.bankAccountHolder,BankAccountHolder,BankAccountHolder
column_heading.field_order,Field order,Field order
info.LastUpdatePath,LastUpdatePath,LastUpdatePath
column.processed,Processed,Processed
label.Preferred_Language,Preferred Language,Preferred Language
label.isGenericReport,IsGenericReport,IsGenericReport
label.mobile_role,Mobile role,Mobile role
alert.end_date_status.error,End Date Can Not Be Bigger Than Current Date,End Date Can Not Be Bigger Than Current Date
view_heading.edit_Service_Point,Edit Service Point,Edit Service Point
alert.end_date_status.error,End Date Can Not Be Bigger Than Current Date,End Date Can Not Be Bigger Than Current Date
info.Type,Type,Type
label.farmer_county,Farmer county,Farmer county
view_heading.groups_menu,Groups menu,Groups menu
reportstableheading.Stock_Recon_Report,Stock Reconiliation Report,Stock Reconiliation Report
button_heading.Submit,Submit,Submit
error.file_empty,File empty,File empty
button.back,Back,Back
sms.farmer.invite,"Dear {fFarmerName}, you have been registered for {fSolutionName}.","Dear {fFarmerName}, you have been registered for {fSolutionName}."
button_heading.comments,Show Comments,Show Comments
table_heading.agro_Dealers,Agro Dealers,Agro Dealers
alert_error.duplicate_scheduled_function_config,Unable to save new scheduled function.,Unable to save new scheduled function.
view_heading.Default_Data_Population,Default Data Population,Default Data Population
label.days,Days,Days
label.initial_budget,Initial budget,Initial budget
view_heading.Bank_Deposits,Bank Deposits,Bank Deposits
custom_header.crop55,{DashboardUtil:uCrop55},{DashboardUtil:uCrop55}
string_label.Notification_Sent,Notification Sent,Notification Sent
view_heading.view_Voucher_Batch,View Voucher Batch,View Voucher Batch
column_heading.stackTrace,StackTrace,StackTrace
button.filter_crops,Filter crops,Filter crops
alert.deposit.successful,Deposit successfully confirmed,Deposit successfully confirmed
sms_alert.new_role_registration,New role registration completed successfully.,New role registration completed successfully.
column.vatNumber,VatNumber,VatNumber
confirm_subject.Archive_Message_Schedule_Config,Archive Message Schedule Configuration,Archive Message Schedule Configuration
label.nationalid_*,Nationalid *,Nationalid *
view_heading.upload_with_errors,Upload with errors,Upload with errors
label.units_*,Units *,Units *
column_heading.voucher_batch_location,Voucher batch location,Voucher batch location
column.mobile_role,Mobile role,Mobile role
label.Current_Cost_Price,Current Cost Price,Current Cost Price
table_heading.crop,Enterprise,Enterprise
label.template,Template,Template
alert_error.webuser.mobile_exists,WebUser already exists with mobile number: {fAttributeName}.,WebUser already exists with mobile number: {fAttributeName}.
view_heading.task_management,Task management,Task management
alert.role_updated,Role updated.,Role updated.
alert.uploadfile.confirmprocessdone,The uploaded file has been processed successfully.,The uploaded file has been processed successfully.
column.regCertNumber,RegCertNumber,RegCertNumber
table_heading.sms_logs,Sms logs,Sms logs
table.Added_roles,Added roles,Added roles
column.voucher_code,Voucher code,Voucher code
view_heading.edit_agro_dealer_transaction,Edit agro dealer transaction,Edit agro dealer transaction
button.action,Action,Action
menu_item.location,Location,Location
label.Report_Element,Report Element,Report Element
menu_item.ServicePointType,ServicePointType,ServicePointType
custom_header.crop54,{DashboardUtil:uCrop54},{DashboardUtil:uCrop54}
result.config_deleted,Config setting deleted.,Config setting deleted.
label.Default_Descriptions,Default Descriptions,Default Descriptions
custom_header.crop70,{DashboardUtil:uCrop70},{DashboardUtil:uCrop70}
input.farmer,Farmer,Farmer
label.Total_Amount,Total Amount,Total Amount
column.voucher_batch,Voucher batch,Voucher batch
view_heading.edit_action,Edit action,Edit action
column.cost_per_bag,Cost per bag,Cost per bag
button.add_service_point,Add service point,Add service point
column_heading.Message,Message,Message
error.location_level_ten,Level 10 cannot be empty,Level 10 cannot be empty
confirm_subject.Archive_Item,Archive Item,Archive Item
custom_header.crop86,{DashboardUtil:uCrop86},{DashboardUtil:uCrop86}
button.confirm,Confirm,Confirm
label.reg_Cert_Number,Reg Cert Number,Reg Cert Number
label.payment_Preference,Payment Preference,Payment Preference
button.Include_Archived,Include Archived,Include Archived
column_heading.subcounty,Subcounty,Subcounty
confirm_body.Archive_Message_Schedule_Config,Are you sure you would like to archive this Message Schedule Configuration item?,Are you sure you would like to archive this Message Schedule Configuration item?
view_heading.edit_fertilizer_template,Edit fertilizer template,Edit fertilizer template
menu_item.settings,Settings,Settings
menu_item.vouchers,Vouchers,Vouchers
confirm_subject.archive,Archive?,Archive?
alert.object.voucher_batch_no_season,Please select a season.,Please select a season.
table_heading.voucher_batch,Voucher batch,Voucher batch
alert_error.invalid_enterprisecategory,Please note the enterprise category is required.,Please note the enterprise category is required.
column_heading.verified,Verified,Verified
alert.select.error,Please select order you wish to confirm,Please select order you wish to confirm
input_label.active,Active,Active
table_heading.comments,Comments,Comments
column.businessName,BusinessName,BusinessName
result.config_value_not_set,Config value not set.,Config value not set.
column.cost_per_bag,Cost per bag,Cost per bag
column_heading.status,Status,Status
custom_header.crop56,{DashboardUtil:uCrop56},{DashboardUtil:uCrop56}
table_heading.institute_config,Institute config,Institute config
view_heading.role_group_message,Role group message,Role group message
table_heading.voucher_template,Voucher template,Voucher template
string_label.last_name,Last name,Last name
alert.stock.invalid_amount,Please enter a valid positive transfer amount,Please enter a valid positive transfer amount
custom_header.location_level_three,Location level three,Location level three
column_heading.Number_of_Farmers,Number of Farmers,Number of Farmers
label.Farmer_group,Farmer group,Farmer group
reports_reportdate.Date,Date,Date
view_heading.assign_Service_Point_Role_Access,Assign Service Point Role Access,Assign Service Point Role Access
view_heading.Farmer_crop_view,Farmer enterprise view,Farmer enterprise view
column_heading.Service_Point,Service Point,Service Point
view_heading.view_extension_officer_profile,View extension officer profile,View extension officer profile
column_heading.expiry,Expiry,Expiry
column_heading.customer_name,Customer Name,Customer Name
alert.deposit.successful,Deposit successfully confirmed,Deposit successfully confirmed
button.add_mobile_user,Add mobile user,Add mobile user
label.transaction,Transaction,Transaction
alert.farmer.request.voucher_batch_not_found,No Voucher Batches match your Request Code,No Voucher Batches match your Request Code
confirm_body.archive_user_?,Are you sure?,Are you sure?
column.Group_Id,Group Id,Group Id
table_heading.group_member,Group member,Group member
label.nok_mobile_number,Nok mobile number,Nok mobile number
button.Bulk_Upload,Bulk Upload,Bulk Upload
label.nok_first_name,Nok first name,Nok first name
string_label.Barcode,Barcode,Barcode
label.business_Name,Business Name,Business Name
label.service_point_type,Service point type,Service point type
view_heading.Manage_Role_Groups,Manage Role Groups,Manage Role Groups
label.reg_Cert_Number,Reg Cert Number,Reg Cert Number
custom_header.crop53,{DashboardUtil:uCrop53},{DashboardUtil:uCrop53}
button.Upload_Stock_Items,Upload Stock Items,Upload Stock Items
alert.message.error,Please complete the comment field,Please complete the comment field
label.Failed_Farmers,Failed Farmers,Failed Farmers
label.Group_Id,Group Id,Group Id
sms.sms_opt_out.fail,"Dear user, we could not cancel SMSes for {solutionName}. Please contact support.","Dear user, we could not cancel SMSes for {solutionName}. Please contact support."
button_heading.Select,Select,Select
custom_header.reportsgenerictemplate_column_string5,{ReportsGenericViewerLabels:column_string5},{ReportsGenericViewerLabels:column_string5}
table_heading.report_result,Report result,Report result
column.verified_size,Verified size,Verified size
custom_header.hierarchy_level_five,Hierarchy level five,Hierarchy level five
column.initial_budget,Initial budget,Initial budget
column_heading.Units,Units,Units
view_heading.view_voucher_batch,View voucher batch,View voucher batch
column.batch_name,Batch name,Batch name
button.change_ward,Change ward,Change ward
label.government_Personnele_Number,Government Personnele Number,Government Personnele Number
table_heading.stock_item,Stock item,Stock item
button.Select,Select,Select
sms.sms_opt_out.fail,"Dear user, we could not cancel SMSes for {solutionName}. Please contact support.","Dear user, we could not cancel SMSes for {solutionName}. Please contact support."
custom_header.crop97,{DashboardUtil:uCrop97},{DashboardUtil:uCrop97}
view_heading.view_season,View season,View season
input.label.toDate,ToDate,ToDate
custom_header.crop6,{DashboardUtil:uCrop6},{DashboardUtil:uCrop6}
view_heading.edit_Internal_Support,Edit Internal Support,Edit Internal Support
custom_header.stock_group_price,group_price,group_price
label.NCPB,NCPB,NCPB
column.content,Content,Content
view_heading.Set_Role_Group_Actions,Set Role Group Actions,Set Role Group Actions
view_heading.edit_action,Edit action,Edit action
label.name,Name,Name
alert.uploadfile.scheduled,This file has been scheduled for processing and the status cannot be changed.,This file has been scheduled for processing and the status cannot be changed.
label.village,Village,Village
warn.multi_user_message,"NOTE: If a user has more than one role, only one message will be sent.","NOTE: If a user has more than one role, only one message will be sent."
column.Upload_Date,Upload Date,Upload Date
reportsviewheading.Daily_registration,Daily registration,Daily registration
confirm_body.remove_web_user_role,Are you sure you would like to remove this Role from this user?,Are you sure you would like to remove this Role from this user?
custom_header.crop1,{DashboardUtil:uCrop1},{DashboardUtil:uCrop1}
button.assign,Assign,Assign
alert_error.invalid_dob,No date of birth specified.,No date of birth specified.
column_heading.Status,Status,Status
label.name_*,Name *,Name *
alert.uploadfile.confirmprocessbodyquick,Please confirm that you wish to process this file immediately?,Please confirm that you wish to process this file immediately?
label.Farmer_mobile,Farmer mobile,Farmer mobile
button.create_template,Create template,Create template
column_heading.event,Event,Event
alert_error.recipient_count_empty,The recipient count is 0 . Please add people to Group.,The recipient count is 0 . Please add people to Group.
info.user_location,User location,User location
button.add_agro_dealer_profile,Add agro dealer profile,Add agro dealer profile
table_heading.voucher_batch,Voucher batch,Voucher batch
custom_header.crop9,{DashboardUtil:uCrop9},{DashboardUtil:uCrop9}
alert.error.voucher_batch.select_institute,Please select an Institute.,Please select an Institute.
button.Upload_SMS_Content,Upload SMS Content,Upload SMS Content
label.size_*,Size *,Size *
custom_header.crop77,{DashboardUtil:uCrop77},{DashboardUtil:uCrop77}
label.voucher_active_days,Voucher active days,Voucher active days
button.update,Update,Update
column.date_archived,Date archived,Date archived
button.receive,Receive,Receive
label.Total_Redeemed_Voucher,Total Redeemed Voucher,Total Redeemed Voucher
table_heading.agro_dealer_profile,Agro dealer profile,Agro dealer profile
custom_header.crop56,{DashboardUtil:uCrop56},{DashboardUtil:uCrop56}
button.add_web_user,Add web user,Add web user
button.View_File,View File,View File
view_heading.Edit_Sms_Language,Edit Sms Language,Edit Sms Language
column.module,Module,Module
column_heading.source,Source,Source
label.bags_available,Bags available,Bags available
column.sub_depot,Sub depot,Sub depot
table_heading.Deposited_Orders,Deposited Orders,Deposited Orders
column_heading.status_date,Status Date,Status Date
column_heading.Stock_Item,Stock Item,Stock Item
button.Approve,Approve,Approve
label.bankAccountNumber,BankAccountNumber,BankAccountNumber
alert.object.voucher_batch_no_location,"Please select a location. If none exist, please create locations first.","Please select a location. If none exist, please create locations first."
table_heading.Voucher_log,Voucher log,Voucher log
column_heading.farmer.status,status,status
custom_header.crop69,{DashboardUtil:uCrop69},{DashboardUtil:uCrop69}
label.Stock_Type_*,Stock Type *,Stock Type *
reportsviewheading.Farmer_Voucher_Adoption,Farmer Voucher Adoption,Farmer Voucher Adoption
button.Next,Next,Next
custom_header.crop100,{DashboardUtil:uCrop100},{DashboardUtil:uCrop100}
alert.voucher.redeemed.insufficent_voucher_amount,Insufficient amount left to redeem voucher.,Insufficient amount left to redeem voucher.
button.Add_Question,Add Question,Add Question
button.Toggle_Active,Toggle Active,Toggle Active
column.paid,Paid,Paid
reports_vouchercode.Voucher_Code,Voucher Code,Voucher Code
view_heading.Manage_fertilizer_template,Manage fertilizer template,Manage fertilizer template
column_heading._, , 
view_heading.Deployment_Variables,Deployment Variables Kilifi,Deployment Variables Kilifi
table_heading.Farmer_Vouchers,Farmer Vouchers,Farmer Vouchers
button.Cancel,Cancel,Cancel
custom_header.crop44,{DashboardUtil:uCrop44},{DashboardUtil:uCrop44}
alert.voucher.redeem_failure,Voucher/s {fVoucherCodeFailure} have not been processed successfully.,Voucher/s {fVoucherCodeFailure} have not been processed successfully.
view_heading.order_management,Order Management,Order Management
view_heading.edit_Web_User,Edit Web User,Edit Web User
custom_header.reportsgenerictemplate_column_int8,{ReportsGenericViewerLabels:column_int8},{ReportsGenericViewerLabels:column_int8}
reportstableheading.Redeemed_Vouchers_Report,Redeemed Vouchers Report,Redeemed Vouchers Report
column_heading.VersionKey,VersionKey,VersionKey
button.All_Location_Hierarchy,All Location Hierarchy,All Location Hierarchy
custom_header.crop78,{DashboardUtil:uCrop78},{DashboardUtil:uCrop78}
view_heading.farmer_Audit_Log,Farmer Audit Log,Farmer Audit Log
table_heading.Comments,Comments,Comments
column.Date_Created,Date Created,Date Created
column.Mobile_Number,Mobile Number,Mobile Number
custom_header.crop69,{DashboardUtil:uCrop69},{DashboardUtil:uCrop69}
alert_error.wrong_date_format,"Wrong date format, please use yyyy-mm-dd.","Wrong date format, please use yyyy-mm-dd."
label.bank_Account_Number,Bank Account Number,Bank Account Number
custom_header.crop39,{DashboardUtil:uCrop39},{DashboardUtil:uCrop39}
